transformer_transformer, train, text, 22, 3850, 1, 1.7982769149494036, 4151.078358442525, 2
transformer_transformer, train, text, 22, 3850, 1, 1.9495389993287986, 7221.747656251499, 4
transformer_transformer, train, text, 22, 3850, 1, 2.0663996298055096, 13275.389182552972, 8
transformer_transformer, train, text, 22, 3850, 1, 2.1688950784193746, 25674.92507726041, 16
transformer_transformer, train, text, 22, 3850, 1, 1.7720195693042833, 4212.587971336273, 2
transformer_transformer, train, text, 22, 3850, 1, 1.8227534901661266, 7724.071451684439, 4
transformer_transformer, train, text, 22, 3850, 1, 1.9053091308007937, 14397.799142658296, 8
transformer_transformer, train, text, 22, 3850, 1, 1.6788537641470294, 4446.3599202427295, 2
transformer_transformer, train, text, 22, 3850, 1, 1.8166343642433214, 7750.089092197188, 4
transformer_transformer, train, text, 22, 3850, 1, 1.9074443577762843, 14381.681999909337, 8
